Date,Ticker,InSP500,InNASDAQ100,Price,PriceChange1D,VolumeChange1D,PriceVsMA21_1D,VolumeVsMA21_1D,Max7DPriceChange,Max7DVolumeChange,Max7DPriceVsMA21,Max7DVolumeVsMA21
2026-05-01,MU,True,True,542.21,4.84,9.26,1.186,1.002,5.6,16.73,1.237,1.002
2026-05-01,WDC,True,True,431.52,-0.69,31.68,1.166,2.071,5.57,43.55,1.216,2.071
2026-05-01,EW,True,False,83.98,0.57,-8.08,1.039,1.087,5.56,89.54,1.049,2.196
2026-05-01,MRVL,False,True,164.95,-0.12,-35.95,1.176,0.462,5.48,1.79,1.354,1.241
2026-05-01,ETN,True,False,425.55,-1.72,-23.89,1.056,1.104,5.41,68.23,1.101,1.466
2026-05-01,SHOP,False,True,127.67,5.4,14.6,1.039,1.067,5.4,32.0,1.04,1.078
2026-05-01,DE,True,False,577.26,-2.14,-48.65,0.987,0.735,5.33,79.08,1.013,1.385
2026-05-01,AIG,True,False,78.77,5.31,-13.97,1.028,2.062,5.31,178.28,1.028,2.799
2026-05-01,RVTY,True,False,86.68,0.07,13.51,0.968,1.085,5.3,13.51,0.971,2.77
2026-05-01,AVB,True,False,183.45,0.25,-48.16,1.059,0.799,5.29,110.17,1.078,1.767
2026-05-01,APO,True,False,130.46,1.35,-7.27,1.101,0.886,5.27,80.38,1.101,0.981
2026-05-01,XEL,True,True,82.58,-0.45,-42.22,1.027,1.165,5.24,144.84,1.033,2.031
2026-05-01,BMY,True,False,58.22,-3.91,-45.47,0.99,1.377,5.21,162.93,1.028,2.571
2026-05-01,CASY,True,False,835.92,1.67,-8.31,1.087,0.476,5.2,56.44,1.087,0.509
2026-05-01,PSX,True,False,176.19,-1.65,-34.56,1.065,0.84,5.06,32.8,1.083,1.244
2026-05-01,KKR,True,False,103.68,-0.63,-22.92,1.044,0.855,5.05,61.11,1.058,1.082
2026-05-01,CMI,True,False,657.44,-2.02,-22.46,1.057,0.949,5.02,73.39,1.119,1.219
2026-05-01,ZBRA,True,False,227.08,0.36,-41.68,1.012,0.763,4.97,17.2,1.034,1.299
2026-05-01,COHR,True,False,329.5,3.06,-25.26,1.058,0.829,4.85,17.42,1.165,1.214
2026-05-01,UDR,True,False,36.39,0.14,-64.42,1.04,0.773,4.83,77.66,1.047,2.156
2026-05-01,BX,True,False,126.35,0.61,-46.61,1.033,0.742,4.8,52.39,1.033,1.447
2026-05-01,VST,True,False,155.28,-1.62,-31.39,0.982,0.761,4.78,31.49,1.06,1.417
2026-05-01,PKG,True,False,218.06,2.16,-23.21,1.034,0.896,4.73,90.26,1.059,2.324
2026-05-01,NUE,True,False,226.04,0.33,-49.57,1.133,0.727,4.7,153.44,1.175,2.326
2026-05-01,VLO,True,False,246.87,-2.26,-29.74,1.032,0.82,4.59,45.3,1.057,1.163
2026-05-01,AKAM,True,False,103.87,0.86,-47.12,1.033,0.582,4.58,43.29,1.033,1.096
2026-05-01,EQR,True,False,65.17,-0.32,-53.36,1.049,0.646,4.54,47.75,1.064,2.124
2026-05-01,GPN,True,False,72.36,0.56,-64.94,1.054,0.809,4.54,158.78,1.054,2.208
2026-05-01,VLTO,True,False,87.63,-0.65,-56.9,0.981,0.659,4.52,172.59,1.001,1.768
2026-05-01,LUV,True,False,38.76,2.22,98.74,0.982,1.315,4.5,98.74,1.001,2.152
2026-05-01,TRGP,True,False,254.28,-2.23,-40.83,1.051,0.698,4.5,138.94,1.078,1.128
2026-05-01,LII,True,False,526.33,-1.6,-51.75,1.067,0.9,4.46,86.55,1.091,2.142
2026-05-01,WDAY,True,True,126.96,3.73,7.37,1.036,1.171,4.44,72.22,1.036,1.699
2026-05-01,TXN,True,True,281.02,-0.02,-59.57,1.188,0.574,4.41,41.49,1.323,3.759
2026-05-01,NRG,True,False,153.37,-1.42,5.1,0.967,0.848,4.41,18.97,1.02,1.389
2026-05-01,IP,True,False,31.76,4.4,-26.55,0.911,1.72,4.4,118.24,0.962,2.448
2026-05-01,CRH,True,False,115.45,-2.51,-63.86,1.005,0.705,4.39,83.03,1.054,1.951
2026-05-01,APA,True,False,40.13,-1.47,-14.61,1.035,0.853,4.32,27.33,1.049,0.945
2026-05-01,NVDA,True,True,198.45,-0.56,-43.57,1.011,0.864,4.32,88.56,1.142,1.511
2026-05-01,KEYS,True,False,352.41,0.71,-42.5,1.07,0.874,4.31,83.54,1.11,1.673
2026-05-01,MDLZ,True,True,61.37,-0.11,-35.92,1.055,0.813,4.27,76.15,1.06,1.782
2026-05-01,DASH,True,True,175.84,4.26,-3.65,1.034,0.833,4.26,95.75,1.083,1.005
2026-05-01,CPT,True,False,104.45,-0.54,7.45,1.02,1.28,4.26,38.71,1.045,1.304
2026-05-01,SWK,True,False,78.53,0.47,-38.76,1.069,0.695,4.2,47.09,1.11,1.293
2026-05-01,EXE,True,False,100.12,-1.99,-28.62,1.018,0.792,4.16,91.14,1.035,1.5
2026-05-01,CRM,True,False,183.82,4.13,-14.52,1.024,0.896,4.13,109.34,1.024,1.642
2026-05-01,CHTR,True,True,171.74,3.98,-35.86,0.809,1.234,4.11,269.13,1.071,5.325
2026-05-01,STZ,True,False,152.82,-2.4,-27.55,0.973,0.583,4.11,49.39,1.014,0.936
2026-05-01,WMB,True,False,75.54,-1.01,-57.17,1.044,0.673,4.08,60.13,1.058,1.515
2026-05-01,DOW,True,False,40.29,-0.49,-43.79,1.031,0.625,4.05,36.68,1.035,1.489
2026-05-01,BAX,True,False,17.21,-2.1,-55.94,0.972,1.218,4.02,58.52,1.061,2.78
2026-05-01,FRT,True,False,115.32,3.99,3.21,1.047,1.705,3.99,79.92,1.047,1.705
2026-05-01,MAA,True,False,128.56,-0.48,-67.03,1.022,0.674,3.98,59.77,1.046,1.993
2026-05-01,MPC,True,False,246.15,-0.86,-21.88,1.073,0.881,3.96,39.55,1.084,1.227
2026-05-01,NEE,True,False,96.95,-0.95,-59.53,1.036,0.814,3.94,93.05,1.048,2.059
2026-05-01,KO,True,False,78.58,-0.23,-37.15,1.026,0.699,3.86,94.22,1.033,2.181
2026-05-01,RCL,True,False,265.55,0.68,-56.0,0.98,0.863,3.84,102.51,0.98,1.963
2026-05-01,ELV,True,False,372.68,-0.99,-66.95,1.126,0.329,3.83,53.45,1.164,1.641
2026-05-01,A,True,False,114.52,-0.89,-54.87,0.98,0.564,3.82,41.69,0.992,1.442
2026-05-01,GPC,True,False,104.99,-2.09,-21.2,0.969,0.96,3.82,100.92,1.015,1.184
2026-05-01,FDX,True,False,393.67,-2.39,-44.83,1.033,0.742,3.79,47.44,1.063,1.309
2026-05-01,TRI,False,True,94.41,-1.34,-12.89,1.041,0.937,3.78,79.41,1.059,1.499
2026-05-01,OXY,True,False,58.71,-3.09,-11.79,1.007,0.832,3.67,68.63,1.037,0.891
2026-05-01,LRCX,True,True,256.72,-0.44,-22.13,1.007,0.902,3.66,42.05,1.095,1.335
2026-05-01,CF,True,False,122.69,-1.22,-41.79,0.996,0.594,3.65,47.25,1.025,0.976
2026-05-01,PPG,True,False,107.51,-0.91,-48.18,0.985,0.605,3.64,24.88,1.018,1.193
2026-05-01,CCL,True,False,26.66,0.57,-21.81,0.98,0.9,3.64,67.03,1.009,1.139
2026-05-01,ABBV,True,False,206.6,-2.23,-48.23,1.007,0.783,3.64,64.84,1.028,1.542
2026-05-01,BF-B,True,False,25.55,-0.85,-56.01,0.912,0.596,3.62,372.69,1.021,2.43
2026-05-01,CVS,True,False,82.09,-1.44,-54.11,1.056,0.511,3.61,44.84,1.094,1.248
2026-05-01,PLTR,True,True,144.07,3.57,1.51,1.015,0.698,3.57,34.7,1.015,1.186
2026-05-01,HPQ,True,False,20.83,-0.14,-33.12,1.062,0.745,3.57,34.69,1.068,1.095
2026-05-01,OKE,True,False,90.36,-2.27,-39.54,1.038,0.821,3.52,71.41,1.064,1.381
2026-05-01,SATS,True,False,123.18,0.03,-15.8,0.981,0.436,3.51,173.49,0.991,1.445
2026-05-01,AMZN,True,True,268.26,1.21,-51.51,1.092,0.997,3.49,71.47,1.139,2.062
2026-05-01,NCLH,True,False,18.81,3.47,50.6,0.971,1.563,3.47,50.6,0.971,1.563
2026-05-01,MA,True,False,495.46,-1.48,-39.79,0.976,1.082,3.47,53.77,1.035,1.782
2026-05-01,EXPE,True,False,251.84,1.4,-43.05,1.019,0.453,3.47,42.07,1.036,1.25
2026-05-01,DXCM,True,True,61.35,3.02,97.65,0.983,2.306,3.46,97.65,0.988,2.306
2026-05-01,EBAY,True,False,104.07,0.57,-15.62,1.035,1.888,3.42,79.33,1.064,2.366
2026-05-01,SO,True,False,96.71,0.01,-13.66,1.016,1.632,3.41,79.1,1.016,1.938
2026-05-01,UNH,True,False,368.78,-0.46,-31.91,1.118,0.515,3.41,46.14,1.173,1.155
2026-05-01,CCI,True,False,89.26,0.54,-9.67,1.033,0.912,3.39,8.71,1.038,1.219
2026-05-01,CAG,True,False,14.06,-2.02,-37.08,0.976,0.731,3.39,31.55,0.993,1.085
2026-05-01,VTR,True,False,88.02,0.18,-62.93,1.04,0.772,3.39,52.96,1.045,2.51
2026-05-01,EL,True,False,79.3,3.38,29.57,1.056,1.549,3.38,52.06,1.063,1.549
2026-05-01,PAYX,True,True,93.02,0.42,-29.88,1.021,0.673,3.36,22.8,1.034,1.052
2026-05-01,AME,True,False,230.48,-2.13,-40.84,0.999,1.681,3.35,98.06,1.043,2.937
2026-05-01,INVH,True,False,28.53,-0.83,-62.76,1.065,0.689,3.34,45.83,1.081,1.828
2026-05-01,UHS,True,False,167.0,-0.75,-17.66,0.938,1.289,3.34,66.67,0.997,2.482
2026-05-01,ADI,True,True,397.69,-1.14,-46.99,1.085,0.632,3.33,39.17,1.175,1.394
2026-05-01,COIN,True,False,191.25,1.85,-16.38,1.015,0.677,3.32,99.64,1.09,1.265
2026-05-01,JCI,True,False,145.08,-0.65,-54.62,1.034,0.589,3.31,89.37,1.045,1.273
2026-05-01,APTV,True,False,60.49,0.38,8.04,1.012,0.945,3.31,24.82,1.012,0.972
2026-05-01,INTU,True,True,399.04,2.71,-14.37,1.019,0.642,3.3,30.02,1.019,1.159
2026-05-01,NDAQ,True,False,91.32,-0.64,-11.78,1.036,0.678,3.29,30.0,1.048,1.833
2026-05-01,DLR,True,False,200.7,-0.12,-70.96,1.031,0.439,3.28,68.69,1.06,2.201
2026-05-01,WAB,True,False,264.95,-1.83,-28.77,1.006,0.609,3.26,74.99,1.045,1.33
2026-05-01,AMAT,True,True,389.08,-1.37,-35.0,1.0,0.832,3.25,83.57,1.106,1.822
2026-05-01,APH,True,False,142.3,-3.37,-38.04,0.989,0.783,3.24,55.51,1.092,1.916
2026-05-01,AAPL,True,True,280.14,3.24,-17.24,1.054,1.692,3.24,205.67,1.054,2.125
2026-05-01,KMI,True,False,32.53,-1.03,-33.38,1.01,0.818,3.23,47.97,1.02,1.502
2026-05-01,DVN,True,False,50.56,-1.58,-2.39,1.057,0.783,3.23,59.34,1.076,1.305
2026-05-01,ASML,False,True,1427.02,-0.83,-50.23,1.001,0.394,3.22,45.29,1.039,1.019
2026-05-01,D,True,False,63.94,-0.87,-22.31,1.018,1.399,3.2,65.65,1.028,1.852
2026-05-01,ADM,True,False,74.94,0.54,-23.58,1.059,1.174,3.2,117.61,1.059,1.6
2026-05-01,IBKR,True,False,80.46,1.21,-27.87,1.059,0.872,3.18,38.23,1.059,1.184
2026-05-01,DTE,True,False,148.79,-1.91,-25.78,1.008,1.098,3.17,56.59,1.028,1.949
2026-05-01,COP,True,False,123.19,-2.06,-34.86,0.998,0.893,3.16,37.83,1.034,1.344
2026-05-01,LYV,True,False,158.25,0.2,-29.01,1.001,0.663,3.14,73.13,1.001,0.917
2026-05-01,LVS,True,False,53.79,-1.5,-15.86,0.979,1.04,3.14,8.09,0.996,2.828
2026-05-01,CSCO,True,True,91.85,0.38,-25.92,1.071,0.933,3.12,40.57,1.076,1.242
2026-05-01,TEL,True,False,207.43,-2.0,-10.7,0.93,1.066,3.12,29.15,0.98,1.99
2026-05-01,Q,True,False,143.33,1.9,-51.41,1.069,0.799,3.1,34.72,1.135,1.821
2026-05-01,ADSK,True,True,244.35,3.1,26.76,1.032,1.185,3.1,42.99,1.032,1.259
2026-05-01,IR,True,False,77.99,-2.34,-21.94,0.938,0.781,3.1,15.72,1.023,1.632
2026-05-01,PM,True,False,166.38,0.79,-31.86,1.033,0.713,3.1,27.36,1.053,1.355
2026-05-01,PANW,True,True,181.08,0.98,-20.65,1.057,0.632,3.08,38.82,1.098,0.973
2026-05-01,HCA,True,False,433.09,-0.31,-40.08,0.917,0.818,3.08,212.59,0.98,3.414
2026-05-01,WMT,True,True,131.6,-0.25,-47.38,1.031,0.64,3.06,20.13,1.048,1.193
2026-05-01,J,True,False,128.92,-0.38,-63.1,1.013,0.612,3.06,122.65,1.017,1.637
2026-05-01,APP,True,True,460.0,3.06,-6.49,1.046,0.539,3.06,23.63,1.076,0.995
2026-05-01,VZ,True,False,48.11,0.17,-30.59,1.027,0.914,3.05,43.45,1.027,1.444
2026-05-01,HLT,True,False,318.61,-1.68,-41.8,0.979,0.756,3.04,45.93,1.049,2.029
2026-05-01,CTRA,True,False,35.38,-1.48,11.65,1.058,0.955,3.03,55.3,1.076,1.448
2026-05-01,CMG,True,False,32.98,-2.97,-40.94,0.963,1.306,3.03,39.7,1.01,2.265
2026-05-01,REGN,True,True,701.42,-0.8,-33.53,0.94,0.978,3.02,222.5,1.013,2.552
2026-05-01,BBY,True,False,60.05,-0.73,-25.45,0.957,0.744,3.0,18.76,0.965,1.074
2026-05-01,WEC,True,False,117.46,-0.41,-45.7,1.012,0.859,3.0,74.3,1.016,1.56
2026-05-01,AMP,True,False,467.19,-1.6,-24.4,1.019,0.772,2.96,55.59,1.057,1.804
2026-05-01,ZBH,True,False,82.9,0.57,-42.75,0.91,0.929,2.95,292.35,1.003,4.25
2026-05-01,AVGO,True,True,421.28,0.92,-45.79,1.088,0.551,2.95,46.23,1.177,1.122
2026-05-01,CHRW,True,False,177.3,-2.48,-62.16,1.003,0.682,2.94,111.17,1.088,1.794
2026-05-01,HRL,True,False,21.33,-0.65,-58.22,1.007,0.671,2.92,76.09,1.012,1.576
2026-05-01,ES,True,False,71.07,0.52,-54.22,1.028,1.122,2.88,149.84,1.028,2.431
2026-05-01,SJM,True,False,96.97,-1.08,-49.37,1.023,0.446,2.85,125.77,1.037,1.985
2026-05-01,EMR,True,False,137.45,-2.13,0.84,0.976,1.034,2.84,61.1,1.034,1.034
2026-05-01,PSA,True,False,301.55,-0.3,-65.33,1.009,0.4,2.84,52.8,1.074,1.524
2026-05-01,ETR,True,False,116.43,-1.26,-50.59,1.016,0.549,2.83,63.12,1.03,1.444
2026-05-01,UAL,True,False,92.52,2.8,73.12,0.985,0.951,2.8,73.12,0.99,0.992
2026-05-01,FAST,True,True,44.91,-0.04,-50.02,0.987,0.593,2.79,39.24,0.989,1.175
2026-05-01,HBAN,True,False,16.63,-0.78,-33.45,1.006,0.657,2.76,39.69,1.038,1.633
2026-05-01,ALNY,False,True,296.11,-4.32,-49.1,0.936,0.99,2.76,57.56,0.974,1.982
2026-05-01,HWM,True,False,239.51,-1.45,-39.6,0.973,0.768,2.76,46.45,1.01,1.311
2026-05-01,TT,True,False,486.48,-1.23,-52.18,1.038,0.848,2.75,49.38,1.082,1.748
2026-05-01,WYNN,True,False,105.98,-1.05,34.92,1.005,1.109,2.75,34.92,1.018,1.2
2026-05-01,LNT,True,False,74.06,0.86,10.41,1.027,2.171,2.75,121.59,1.027,2.171
2026-05-01,XOM,True,False,152.75,-1.02,-42.08,1.0,0.702,2.73,56.01,1.008,1.141
2026-05-01,MRK,True,False,112.16,2.73,-30.46,0.964,1.241,2.73,75.35,0.965,1.835
2026-05-01,TMO,True,False,469.21,-2.04,-34.05,0.944,0.716,2.72,55.8,0.961,3.012
2026-05-01,SW,True,False,39.43,2.71,-60.11,0.967,0.97,2.71,133.7,0.994,2.473
2026-05-01,ADBE,True,True,250.71,1.87,-2.29,1.034,0.942,2.7,92.5,1.034,1.835
2026-05-01,CMS,True,False,76.03,-0.93,-9.63,0.983,1.115,2.69,35.75,0.991,1.706
2026-05-01,SRE,True,False,94.67,-0.47,-45.16,0.992,0.815,2.68,81.98,0.995,1.487
2026-05-01,FANG,True,True,207.65,0.98,47.77,1.078,1.094,2.63,47.77,1.078,1.094
2026-05-01,PYPL,True,True,50.44,0.6,-31.99,1.035,0.689,2.62,89.85,1.065,1.46
2026-05-01,DAL,True,False,68.98,1.46,44.94,1.006,0.905,2.6,44.94,1.006,0.905
2026-05-01,CI,True,False,282.9,-2.64,-37.03,1.018,1.038,2.6,22.62,1.059,1.668
2026-05-01,PEG,True,False,80.15,-1.85,-40.32,0.988,0.873,2.6,113.76,1.006,1.447
2026-05-01,DGX,True,False,192.67,-0.79,-38.64,0.983,0.644,2.58,53.99,1.015,1.319
2026-05-01,SLB,True,False,56.92,0.07,-40.55,1.07,0.566,2.58,13.09,1.077,1.443
2026-05-01,BDX,True,False,149.31,0.18,-49.46,0.97,0.657,2.57,33.48,0.993,1.286
2026-05-01,UPS,True,False,107.57,-1.13,-30.68,1.034,0.82,2.57,90.85,1.064,2.421
2026-05-01,SCHW,True,False,91.54,-0.11,-33.84,0.981,0.707,2.55,50.81,0.982,1.559
2026-05-01,MGM,True,False,38.5,-1.13,-29.27,1.004,1.349,2.55,72.59,1.071,1.945
2026-05-01,AMT,True,False,181.61,-0.6,-54.02,1.023,0.456,2.54,47.2,1.032,1.418
2026-05-01,COO,True,False,62.36,-0.86,-36.04,0.919,0.943,2.54,20.64,0.927,1.481
2026-05-01,LYB,True,False,74.99,0.52,-26.65,1.023,0.925,2.53,139.83,1.023,1.198
2026-05-01,ANET,True,False,172.7,-0.01,24.3,1.089,1.077,2.53,24.3,1.204,1.077
2026-05-01,BLK,True,False,1061.68,-0.37,-18.03,1.031,0.676,2.52,45.53,1.052,0.816
2026-05-01,KHC,True,True,22.49,-0.75,9.37,1.0,1.077,2.51,33.78,1.008,1.093
2026-05-01,WELL,True,False,216.91,-0.2,-40.85,1.04,0.924,2.48,40.72,1.046,1.543
2026-05-01,EOG,True,False,138.95,-1.15,-42.41,1.025,0.56,2.46,50.28,1.037,1.045
2026-05-01,PG,True,False,147.26,0.12,-42.49,1.02,0.639,2.46,22.12,1.037,1.553
2026-05-01,HAL,True,False,41.66,-1.51,-29.56,1.07,0.66,2.45,11.84,1.092,0.945
2026-05-01,GIS,True,False,34.72,-1.67,-34.78,0.982,0.74,2.44,72.11,0.996,1.274
2026-05-01,XYZ,True,False,71.81,1.84,-9.08,1.063,0.761,2.43,12.93,1.108,0.957
2026-05-01,TPR,True,False,142.74,-1.59,-18.42,0.967,0.741,2.43,28.42,0.998,1.041
2026-05-01,AMGN,True,True,329.82,-4.75,5.92,0.953,1.516,2.43,42.76,0.997,1.516
2026-05-01,KDP,True,True,29.09,-1.05,-32.17,1.076,0.58,2.42,38.61,1.108,1.787
2026-05-01,DIS,True,False,103.08,-0.65,-35.3,1.013,0.804,2.42,66.32,1.04,1.222
2026-05-01,SBAC,True,False,218.58,-1.18,-61.58,1.008,0.355,2.42,44.49,1.083,0.913
2026-05-01,KMB,True,False,97.67,-0.77,-39.03,1.004,0.747,2.42,107.42,1.013,1.484
2026-05-01,MS,True,False,190.17,-0.22,-41.24,1.039,0.591,2.42,24.36,1.07,0.975
2026-05-01,META,True,True,608.74,-0.52,-60.0,0.946,1.316,2.41,178.48,1.087,3.266
2026-05-01,PFG,True,False,101.09,0.18,-14.79,1.056,0.763,2.41,43.97,1.068,1.711
2026-05-01,TSLA,True,True,390.82,2.41,26.24,1.051,0.952,2.41,26.24,1.051,1.356
2026-05-01,GEHC,True,True,61.03,0.31,19.29,0.868,2.411,2.4,361.51,0.981,5.534
2026-05-01,DUK,True,False,128.6,-0.73,-32.13,0.996,0.887,2.4,63.63,1.003,1.27
2026-05-01,ED,True,False,110.49,-0.9,-55.35,0.993,0.795,2.4,92.99,1.001,1.76
2026-05-01,TROW,True,False,103.42,0.52,-48.7,1.071,1.048,2.4,72.16,1.076,2.03
2026-05-01,XYL,True,False,115.37,-2.36,-26.39,0.939,0.734,2.39,34.43,1.002,1.339
2026-05-01,HOOD,True,False,73.66,1.06,-19.47,0.936,0.717,2.37,154.75,1.105,2.265
2026-05-01,FTNT,True,True,86.29,2.35,-30.45,1.041,0.74,2.35,89.8,1.047,1.052
2026-05-01,AXP,True,False,319.68,-1.04,-48.02,1.0,0.779,2.34,138.99,1.014,1.974
2026-05-01,DD,True,False,46.24,1.27,-20.38,0.997,1.107,2.33,54.95,1.007,1.387
2026-05-01,ALL,True,False,216.59,-0.31,-48.67,1.012,0.905,2.32,62.63,1.025,1.729
2026-05-01,NTRS,True,False,164.48,-1.12,-45.69,1.038,0.674,2.32,75.63,1.098,1.805
2026-05-01,PLD,True,False,141.41,-0.43,-53.82,1.013,0.492,2.31,43.32,1.042,1.086
2026-05-01,ATO,True,False,188.54,-0.76,-42.39,1.006,0.884,2.3,68.26,1.014,1.522
